Name,City,Region,Property Type,Size(sqft),Bedrooms,Bathrooms,Price,Size_Category
Residential Apartment Of 1500 Sq Ft Is On Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1500,3,3,25000,1001-1500
"Start Your New Home, In This Flat For Rent In Bashundhara R-A, Near Southeast Bank Limited",Bashundhara R-A,Dhaka,Apartment,1300,3,3,40000,1001-1500
"Make This 1500 Sq Feet Nice Flat Yours, By Renting It In Mirpur-11",Mirpur,Dhaka,Apartment,1500,3,3,16000,1001-1500
"Start A New Home, In This 1260 Sq Ft Flat For Rent In Mohammadpur",Mohammadpur,Dhaka,Apartment,1260,3,3,22000,1001-1500
"960 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block F",Aftab Nagar,Dhaka,Apartment,960,2,2,18000,501-1000
We Have A 1350 Sq. ft Flat For Rent In Dakkhin Paikpara,Mirpur,Dhaka,Apartment,1350,3,3,17000,1001-1500
"1200 Sq Ft Apartment For Rent In Mohammadpur, Near Prominent Housing Baitul Abrar Jame Masjid Hasan Sikder",Mohammadpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
"Make This 1200 Sq Ft Home Your Next Residing Location, Which Is Up To Rent In Shah Ali Bag",Mirpur,Dhaka,Apartment,1200,3,3,18000,1001-1500
"A 800 Sq Ft Home Is Available For Rent At Pc Culture Housing, With An Affordable Deal",Mohammadpur,Dhaka,Apartment,800,2,2,15000,501-1000
"Sophisticated Style! This 3 Bedroom Flat For Rent In Bashundhara, Block M Is All About It",Bashundhara R-A,Dhaka,Apartment,1500,3,4,18000,1001-1500
A 1300 Sq Ft Flat For Rent With Convenient Bedrooms That Is Available In Shekhertek,Mohammadpur,Dhaka,Apartment,1300,3,3,20000,1001-1500
"A Nice Apartment For Rent At Free School Street, Kathalbagan",Kathalbagan,Dhaka,Apartment,1750,3,3,35000,1501-2000
A nicely constructed apartment of 1850 SQ FT can be found in Bashundhara R-A for rent,Bashundhara R-A,Dhaka,Apartment,1850,3,4,23000,1501-2000
"A Newly Constructed Apartment In Nikunja 2, Is Available For Rent Which Is 850 Sq Ft",Nikunja,Dhaka,Apartment,850,3,2,23000,501-1000
1750 Sq Ft Flat With 3 Bedrooms For Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,1750,3,4,50000,1501-2000
Spacious 3 Bedroom | Semi Furnished | Best Layout | Prime Area,Gulshan,Dhaka,Apartment,3350,4,4,280000,3001-3500
"View This 700 Sq Ft Apartment Ready For Rent In Mirpur, Ahmed Nagar",Mirpur,Dhaka,Apartment,700,2,1,14000,501-1000
1620 Sq Ft Apartment Is Ready For Rent In Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1620,3,3,25000,1501-2000
"To Reside In Nikunja 2, You Can Rent This Beautiful And Spacious Flat",Nikunja,Dhaka,Apartment,1500,3,3,60000,1001-1500
2289 Sq Ft Apartment For Rent In Gulshan 1 Near Gulshan 1 Dcc Market,Gulshan,Dhaka,Apartment,2289,3,3,90000,2001-2500
Suitable 1055 Sq Ft Flat For Rent In Lalmatia,Lalmatia,Dhaka,Apartment,1055,3,2,32000,1001-1500
Decent 1055 Sq Ft Flat For Rent In Lalmatia,Lalmatia,Dhaka,Apartment,1055,3,2,32000,1001-1500
1300 Square Feet Residential Apartment For Rent Close To Oxford Foundation School In Bashundhara,Bashundhara R-A,Dhaka,Apartment,1300,3,3,40000,1001-1500
3200 Sq Ft Remarkable Apartment Is Up For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,3200,4,4,150000,3001-3500
"1957 Sq Ft Nice Flat For Rent In Maghbazar, Outer Circular Road",Maghbazar,Dhaka,Apartment,1957,3,4,45000,1501-2000
Classic 1590 Sq Ft Apartment Is Ready For Rent In Aftabnagar,Aftab Nagar,Dhaka,Apartment,1590,3,4,30000,1501-2000
1590 Sq Ft Apartment Is Ready For Rent In Aftabnagar,Aftab Nagar,Dhaka,Apartment,1590,3,4,27000,1501-2000
"View This Modern 850 Sq Ft Apartment Ready For Rent In Mirpur, Ahmed Nagar",Mirpur,Dhaka,Apartment,850,2,2,15000,501-1000
Checkout This 2700 Sq Ft Magnificent Flat For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,2700,3,3,105000,2501-3000
"Take This Nice 1610 Sq Ft Rental Flat In Mohammadpur, To Fulfill Your Wish",Mohammadpur,Dhaka,Apartment,1610,3,4,36000,1501-2000
"Sophisticated Style! This 3 Bedroom Apartment For Rent In Baridhara, Park Road Is All About It",Baridhara,Dhaka,Apartment,3200,3,4,229999,3001-3500
1450 Sq Ft Full Furnished Apartment Is Now To Rent In Uttara Sector 4,Uttara,Dhaka,Apartment,1450,3,3,70000,1001-1500
Offering You 2600 Sq Ft Flat For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2600,3,3,120000,2501-3000
"Flat Can Be Found In Gulshan 1 For Rent, Near Gulshan 1 Dcc Market",Gulshan,Dhaka,Apartment,2250,3,3,90000,2001-2500
"1350 Sq Ft Flat With 3 Bedrooms Is For Rent In Ibrahimpur, North Kafrul Road",Ibrahimpur,Dhaka,Apartment,1350,3,3,30000,1001-1500
Impressive Duplex Apartment Of 4000 Sq Ft Is Up For Rent In Paribagh,Paribagh,Dhaka,Residence,4000,5,5,110000,3501-4000
"3800 SFT Ready Flat For Rent In Baridhara, Block K",Baridhara,Dhaka,Apartment,3800,4,4,600000,3501-4000
Remarkable 3800 Sq Ft Residential Apartment For Rent In Baridhara,Baridhara,Dhaka,Apartment,3800,4,4,600000,3501-4000
"Take A Look At This 1600 Sq Ft Flat For Rent In Mohammadpur, Nabi Nagar Housing",Mohammadpur,Dhaka,Apartment,1600,4,4,18000,1501-2000
This Ready 2000 Square Feet Apartment Is Up For Rent At Uttara -6 .,Uttara,Dhaka,Apartment,2000,3,4,50000,1501-2000
Visit This Flat For Rent Covering An Area Of 1600 Sq Ft In Old Eskaton Nearby Holy Family Red Crescent Medical College,Eskaton,Dhaka,Apartment,1600,3,3,45000,1501-2000
Prominent 2900 Sq Ft Flat Redy For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,2900,4,4,80000,2501-3000
Grab A 3 Bedroom Flat For Rent At Mohammadpur,Mohammadpur,Dhaka,Apartment,1700,3,4,42000,1501-2000
"Visit This 1400 Sq Ft Residence Is Vacant For Rent In Green Road, Kathalbagan",Kathalbagan,Dhaka,Apartment,1400,3,3,30000,1001-1500
5300 Sq Ft Spacious And Modern Flat Is For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,5300,5,5,500000,
2200 Sq Ft Wonderful Flat Is Now Up For Rent In Baridhara Block K.,Baridhara,Dhaka,Apartment,2200,3,3,85000,2001-2500
Luxurious 3 BR | Amazing View | Vacant Now,Bashundhara R-A,Dhaka,Apartment,1250,3,3,20000,1001-1500
Explore A Ready 1250 Sq Ft Apartment For Rent In Bashundhara R-A Today!,Bashundhara R-A,Dhaka,Apartment,1250,3,3,20000,1001-1500
2000 Sq. ft Spacious Apartment Is Up For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,2000,3,3,100000,1501-2000
Be The Resident Of A 4000 Sq Ft Residential Flat Waiting To Get Rented At Baridhara,Baridhara,Dhaka,Apartment,4000,3,4,320000,3501-4000
"2900 Sq. ft Spacious Apartment Is Up For Rent In Block K, Baridhara",Baridhara,Dhaka,Apartment,2900,3,3,200000,2501-3000
Available At Oxygen Kuwaish Road This 900 Square Feet Flat For Rent,Bayazid,Chattogram,Apartment,900,2,2,11000,501-1000
A Well-constructed 850 Sq. Ft Flat Is Ready For Rent At Jamtola Very Close To Haji Masjid-e-baitul Haram,Mirpur,Dhaka,Apartment,850,2,2,14000,501-1000
Be the awaited occupant of 1700 SQ FT residential flat waiting to get rented at Baridhara,Baridhara,Dhaka,Apartment,1700,3,3,90000,1501-2000
A very beautiful 1700 SQ FT residence is now available for rent in Baridhara,Baridhara,Dhaka,Apartment,1700,3,3,80000,1501-2000
1600 Sq Ft Vacant Flat For Family Is Ready For Viewing At Lalmatia,Lalmatia,Dhaka,Apartment,1600,3,3,45000,1501-2000
Rent This 800 Sq Ft Flat In Malibagh Chowdhury Para,Malibagh,Dhaka,Apartment,800,2,2,16000,501-1000
800 Sq Ft Flat For Rent In Malibagh Chowdhury Para,Malibagh,Dhaka,Apartment,800,2,2,17000,501-1000
Get Comfortable In A 1850 Sq Ft Flat For Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1850,3,4,23000,1501-2000
Ready Flat Is Now For Rent In Mohammadpur Nearby Gausia Islamia Fazil Madrasah,Mohammadpur,Dhaka,Apartment,600,2,2,15500,501-1000
An Apartment Is Up For Rent At Uttara Nearby Uttara University.,Uttara,Dhaka,Apartment,1600,3,3,50000,1501-2000
This Flat In 9 No. North Pahartali Ward With A Convenient Price Is Up For Rent,9 No. North Pahartali Ward,Chattogram,Apartment,550,1,1,12000,501-1000
1450 SFT Modern Apartment For Rent At Senpara Parbata,Mirpur,Dhaka,Apartment,1450,3,4,30000,1001-1500
1100 Sq Ft Apartment | Vacant Now | Ready To Rent In Mirpur,Mirpur,Dhaka,Apartment,1100,3,3,22000,1001-1500
"Well Developed And Nicely Planned 3550 Sq Ft Flat Is Up For Rent In Gulshan, Near Palladium Shopping Complex",Gulshan,Dhaka,Apartment,3550,4,4,130000,3501-4000
1884 Sq Ft Spacious Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1884,3,3,65000,1501-2000
"View This 960 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block F",Aftab Nagar,Dhaka,Apartment,960,2,2,18000,501-1000
"A Nice Apartment For Rent At Free School Street Road, Hatirpool",Hatirpool,Dhaka,Apartment,1795,3,4,45000,1501-2000
"600 Sq Ft Flat Is For Rent In Sutrapur, Luxmibazar",Sutrapur,Dhaka,Apartment,600,2,1,10000,501-1000
"1350 Sq. Ft Full Furnished Luxurious Apartment For Rent In South Khulshi, Near Khulshi Police Station",Khulshi,Chattogram,Apartment,1350,3,3,65000,1001-1500
Lovely Apartment Of 600 Sq Ft Is Up For Rent In Hazaribag,Hazaribag,Dhaka,Apartment,600,2,2,13500,501-1000
"1450 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block F",Aftab Nagar,Dhaka,Apartment,1450,3,3,25000,1001-1500
"This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1750 Sq Ft In Gaus Nagar Road, New Eskaton",Eskaton,Dhaka,Apartment,1750,3,4,35000,1501-2000
2000 Sq Ft Flat Is Available For Rent In The Nice Placement Of Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,2000,3,3,45000,1501-2000
"Pick This Amazing 2000 Sq Ft Flat Available For Rent In Bashundhara R-a, Block B",Bashundhara R-A,Dhaka,Apartment,2000,3,3,45000,1501-2000
Let Us Assist You To Rent This 2000 Sq Ft Flat Available In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,2000,3,3,45000,1501-2000
"2000 Sq Ft Flat With Modern Home Services Is Available For Rent In Bashundhara R-a, Block B",Bashundhara R-A,Dhaka,Apartment,2000,3,3,45000,1501-2000
This 1600 Sq. Ft Amazing Home In Uttara-4 Is Up For Rent In A Wonderful Neighborhood,Uttara,Dhaka,Apartment,1600,3,3,65000,1501-2000
"A Nice Modern 1500 Sq Ft Flat Is For Rent At Azimpur, Dhaka.",Lalbagh,Dhaka,Apartment,1500,4,4,40000,1001-1500
"A Cozy Flat Is For Rent At New Elephant Road, Hatirpool, Dhaka.",Hatirpool,Dhaka,Apartment,800,2,2,22000,501-1000
"Beautiful And Well-constructed 1060 Sq Ft Flat Is Ready To Rent At Block M, Banasree",Banasree,Dhaka,Apartment,1060,3,3,18000,1001-1500
"A Rightly Planned 1200 Sq Ft Flat Is Found For Rent In Block M, Banasree",Banasree,Dhaka,Apartment,1200,3,3,18000,1001-1500
2148 Sq Ft Flat Is Ready For Rent In The Nice Location Of Dhanmondi,Dhanmondi,Dhaka,Apartment,2148,3,3,120000,2001-2500
"2300 Sq Ft Ready Flat For Rent In Bashundhara R/a, Block D",Bashundhara R-A,Dhaka,Apartment,2300,4,4,65000,2001-2500
We Are Offering You A Spacious 2800 Sq Ft Ready Flat For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,2800,4,6,90000,2501-3000
You Can Move Into This Well Planned And Comfortable 1200 Sq Ft Residential Flat In Baitul Aman Housing Society For Rent,Adabor,Dhaka,Apartment,1200,3,3,18000,1001-1500
Grab This Lovely 1750 Sq. Ft Flat For Rent In Khulshi Hill R/A Before It's Rented Out,Khulshi,Chattogram,Apartment,1750,3,3,45000,1501-2000
"Check This 1500 Sq Ft Residential Flat For Rent In Baridhara, Park Road",Baridhara,Dhaka,Apartment,1500,2,3,114999,1001-1500
Furnished Apartment Covering An Area Of 1500 Sq Ft Is Up For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,1500,3,3,70000,1001-1500
Properly Designed This 1850 Sq Ft Home Is Now Up For Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1850,3,3,35000,1501-2000
Residential Apartment Of 1300 Sq Ft Is On Rent In South Khulshi,Khulshi,Chattogram,Apartment,1300,3,3,25000,1001-1500
Consider moving into this apartment of 1700 SQ FT in Baridhara for rent,Baridhara,Dhaka,Apartment,1700,4,3,110000,1501-2000
1750 Sq Ft Flat Near Khulshi Jame Masjid For Rent In Khulshi,Khulshi,Chattogram,Apartment,1750,3,3,35000,1501-2000
2600 Sq Ft 4 Bedrooms Residential Apartment Is Up For Rent In Uttara.,Uttara,Dhaka,Apartment,2600,4,4,65000,2501-3000
"A Flat For Rent Is In Block B, Bashundhara R-A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,28000,1001-1500
"Make This 1320 Sq Ft Flat Your Next Residing Location, Which Is Up To Rent In Baridhara DOHS",Baridhara DOHS,Dhaka,Apartment,1320,3,3,35000,1001-1500
A Decent 1385 Sq Ft Flat Which Is Near To Paikpara Jame Masjid Is Now To Rent In Mirpur,Mirpur,Dhaka,Apartment,1385,3,3,22000,1001-1500
Nice 1300 Sq. Ft. Flat Is Available To Rent In Bashundhara R-a Close To NSU,Bashundhara R-A,Dhaka,Apartment,1300,3,3,40000,1001-1500
Offering You A Nice Flat For Rent In Bashundhara R-A Near Ebenzer International School,Bashundhara R-A,Dhaka,Apartment,2200,3,3,47000,2001-2500
See This Flat For Rent In Gulshan Near American Standard International School,Gulshan,Dhaka,Apartment,2000,3,3,100000,1501-2000
"An Apartment Is Ready For Rent At Uttara, Near Uttara Girls' High School & College",Uttara,Dhaka,Apartment,1250,3,3,30000,1001-1500
Visit This Apartment For Rent Of 1500 Sq Ft In Uttara Near Brac Bank Limited | Atm Booth.,Uttara,Dhaka,Apartment,1500,3,3,55000,1001-1500
"This 2650 Sq Ft Apartment Up For Rent In Gulshan 1 , Near Niketan Central Jame Mosque.",Gulshan,Dhaka,Apartment,2650,3,3,120000,2501-3000
2200 Sq Ft Apartment For Rent Is Located On Gulshan Near To Scholastica School Gulshan,Gulshan,Dhaka,Apartment,2200,3,4,140000,2001-2500
"Positioned At Gulshan 2, A 2700 Sq Ft Full Furnished Flat Is Quite Accessible For Renting Near To Studio Salon",Gulshan,Dhaka,Apartment,2700,3,3,125000,2501-3000
"1200 Sq Ft Apartment For Rent In 2nd Colony, Mirpur.",Mirpur,Dhaka,Apartment,1200,3,3,18000,1001-1500
Beautiful And Well-constructed 1300 Sq Ft Flat Is Ready To Rent At Hazaribag,Hazaribag,Dhaka,Apartment,1300,3,2,25000,1001-1500
"Picture yourself, residing in this well constructed and planned 3200 SQ FT apartment in Baridhara for rent, near United Hospital Limited",Baridhara,Dhaka,Apartment,3200,4,4,180000,3001-3500
Lovely Apartment Of 1850 Sq Ft Is Up For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,1850,3,3,110000,1501-2000
Property For Rent In Banasree – 1150 Sq Ft Apartment,Banasree,Dhaka,Apartment,1150,3,2,21000,1001-1500
Appealing Property In Banasree – 1150 Sq Ft Flat For Rent,Banasree,Dhaka,Apartment,1150,3,2,21000,1001-1500
"2088 Square Feet Apartment Of Good Quality Is For Rent In Mohammadpur, Iqbal Road",Mohammadpur,Dhaka,Apartment,2088,3,3,70000,2001-2500
An Apartment Of 1300 Sq. Ft Is Up To Rent In Bashundhara Near Southeast Bank Limited.,Bashundhara R-A,Dhaka,Apartment,1300,3,3,40000,1001-1500
Visit This 1200 Sq Ft Residence Is Vacant For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,1200,2,2,22000,1001-1500
"Ready Apartment Of 1150 Sq Ft Is Now Available To Rent In Section 10, Mirpur",Mirpur,Dhaka,Apartment,1150,3,3,21000,1001-1500
"Take A Look At This 1400 Sq Ft Flat Up For Rent In Cantonment, Matikata Road",Cantonment,Dhaka,Apartment,1400,4,4,30000,1001-1500
Grab This 1320 Sq Ft Apartment Ready For Rent At Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,1320,3,3,35000,1001-1500
An Apartment Is Ready To Rent In Khulshi Hill R/a Near Khulshi Jame Masjid,Khulshi,Chattogram,Apartment,1560,3,3,70000,1501-2000
Reside In This 1700 Sq Ft Well Fitted Flat Which Is Located At Kalabagan,Kalabagan,Dhaka,Apartment,1700,3,3,45000,1501-2000
Ready To Move In! Check This 1700 Sq. Ft Apartment For Rent In Kalabagan,Kalabagan,Dhaka,Apartment,1700,3,3,45000,1501-2000
1870 Sq Ft Great Flat With Modern Home Features For Rent In Uttara-3,Uttara,Dhaka,Apartment,1870,3,4,70000,1501-2000
A Great Residence For Renting Purposes With A Space Of 1850 Sq Ft Is Available In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1850,3,4,23000,1501-2000
Wonderful Flat Of 2700 Sq Ft Is Available For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,2700,4,4,110000,2501-3000
For Renting 1800 Square Feet Home Is Available In Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1800,3,4,25000,1501-2000
Be The Dweller Of This Beautiful 1800 Sq Ft Residential Property Vacant For Rent At Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1800,3,4,25000,1501-2000
2750 Sq. Ft Full Furnished Apartment For Rent In Gulshan Near Gulshan Post Office,Gulshan,Dhaka,Apartment,2750,4,4,120000,2501-3000
This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1900 Sq Ft In Gulshan 1,Gulshan,Dhaka,Apartment,1900,3,3,80000,1501-2000
Plan To Move In This 1365 Sq Ft Flat Which Is For Rent In Tejgaon,Tejgaon,Dhaka,Apartment,1365,3,3,35000,1001-1500
An Amazing Flat For 2100 Sq. Ft Is Ready For Rent In Nasirabad Properties Residential Area,Khulshi,Chattogram,Apartment,2100,3,4,50000,2001-2500
Be The Resident Of This Beautiful Flat Of 3450 Sq Ft Which Is Vacant Now For Rent At Gulshan 1,Gulshan,Dhaka,Apartment,3450,4,4,150000,3001-3500
Have A Look At This 1500 Sq Ft Property Which Is Up For Rent Located At Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1500,3,3,23000,1001-1500
"Take A Look At This 1050 Sq Ft Well Defined Flat Which Is Up For Rent In Baitul Aman Housing Society, Adabor",Adabor,Dhaka,Apartment,1050,3,3,18000,1001-1500
1200 Sq Ft Flat Near Banasree Bazar For Rent In Banasree,Banasree,Dhaka,Apartment,1200,3,2,16000,1001-1500
A 1150 Sq Ft Flat Is Available For Rent At Banasree With An Affordable Deal Close To Hazinur Jame Mosjid,Banasree,Dhaka,Apartment,1150,3,2,22000,1001-1500
Beautiful 1100 Sq Ft Flat Is Available To Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,1100,3,3,21000,1001-1500
A Comfortable 1600 Sq Ft Flat Is Here For Rent In Chandrima Model Town,Mohammadpur,Dhaka,Apartment,1600,4,4,17000,1501-2000
1750 Square Feet Flat Is Ready For Rent In Uttara 9,Uttara,Dhaka,Apartment,1750,3,3,40000,1501-2000
Get Comfortable In A 3250 Sq Ft Flat For Rent In Gulshan 2 Nearby Scholastica School Gulshan,Gulshan,Dhaka,Apartment,3250,4,4,160000,3001-3500
An Apartment Is Up For Rent At Bashundhara R-A,Bashundhara R-A,Dhaka,Apartment,2800,4,4,50000,2501-3000
A Ready 1300 Sq. ft Apartment For Rent In Bashundhara Near Oxford Foundation School,Bashundhara R-A,Dhaka,Apartment,1300,3,3,40000,1001-1500
930 Sq Ft Decent Flat For Rent In Mohammadpur Close To PC Culture Housing Jame Masjid,Mohammadpur,Dhaka,Apartment,930,2,2,16000,501-1000
Be The Resident Of A 3600 Sq Ft Residential Flat Waiting To Get Rented At Gulshan 1,Gulshan,Dhaka,Apartment,3600,3,4,170000,3501-4000
A Convenient 1055 Sq Ft Residential Flat Is Prepared To Be Rented At Lalmatia,Lalmatia,Dhaka,Apartment,1055,3,2,35000,1001-1500
"A Ready, Well Decorated 1600 Sq Ft Flat Is Up For Renting Purpose In Block B, Lalmatia",Lalmatia,Dhaka,Apartment,1600,3,4,45000,1501-2000
Take A Look At This 2000 Sq Ft Full Furnished Apartment For Rent In Gulshan 2,Gulshan,Dhaka,Apartment,2000,3,3,95000,1501-2000
Experience Residing In This 950 Sq Ft Apartment For Rent In East Rampura,Rampura,Dhaka,Apartment,950,2,2,14000,501-1000
Impressive Apartment Of 2000 Sq Ft Is Up For Rent In Gulshan 1,Gulshan,Dhaka,Apartment,2000,3,3,70000,1501-2000
Offering You A Very Attractive Semi Furnished Flat Of 3500 Sq Ft For Rent In Gulshan Near To Pink City Mall,Gulshan,Dhaka,Apartment,3500,4,4,180000,3001-3500
Introduce Yourself With A Mesmerizing 2450 Sq Ft Ready Apartment For Rent In Banani Near To Banani Bidyaniketan School & College,Banani,Dhaka,Apartment,2450,3,3,125000,2001-2500
A Flat For Residential Purpose In The Hub Of Mirpur-1 With 1750 Sq Ft Is Up For Rent.,Mirpur,Dhaka,Apartment,1750,4,4,25000,1501-2000
"A 1580 Sq. ft Apartment Ready To Rent South Khulshi, Nearby Women College.",Khulshi,Chattogram,Apartment,1580,3,3,25000,1501-2000
Excellent Flat Of 2700 Sq Ft Is All Set For Rent In The Fine Location Of Gulshan 2,Gulshan,Dhaka,Apartment,2700,3,3,110000,2501-3000
"Looking For A Tasteful Home Of 1360 Sq. Ft To Rent Close To Shah Ali Bag Jame Masjid, Check This One",Mirpur,Dhaka,Apartment,1360,3,3,17000,1001-1500
3600 Sq Ft Residential Building Is Available For Rent In Pink City,Pink City,Dhaka,Residence,3600,4,5,40000,3501-4000
"Great Location! Check Out This 5500 Sq Ft Flat For Rent In Block K, Baridhara",Baridhara,Dhaka,Apartment,5500,5,6,1100000,
Ideal Flat Is Available For Rent In East Rampura,Rampura,Dhaka,Apartment,1600,3,2,20000,1501-2000
1300 Sq Ft Lively Apartment Is Ready To Rent At 4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,Apartment,1300,3,3,22000,1001-1500
Check This Fine Looking Flat Of 1200 Sq Ft Offered For Rent At Katashur,Mohammadpur,Dhaka,Apartment,1200,3,3,23000,1001-1500
750 SQ FT Nice Residential Apartment is ready to rent at Mohammadpur,Mohammadpur,Dhaka,Apartment,750,2,2,15000,501-1000
Beautifully Decorated Flat Covering An Area Of 2000 Sq Ft Is Available For Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,2000,3,3,40000,1501-2000
